Producto;Ingrediente activo;Form.;Uso Agricola;Reg. ICA;Cat. Tox.;Cultivo;Nombre común;Nombre científico;Dosis;PC ;PR ;Grupo;Subgrupo;Grupo;Subgrupo;;;;
CURAXIL®;Cimoxanil + Mancozeb;WP;Fungicida;824;III;Rosas;Mildeo velloso   ;Peronospora sparsa;2.5 - 3 g/L;N.A.;6 horas;;;;;;;;
CURETES® 45 EW;Procloraz;EW;Fungicida;1423;III;Rosas;Botrytis;Botrytis cinerea;0.7 cc/L de agua;N.A.;4 horas;;;;;;;;
CURYGEN® EC;Difenoconazol;EC;Fungicida;1407;II;Banano;Sigatoka negra;Mycosphaerella fijiensis;0.3 - 0.4 L/ha;7 días;12 horas;;;;;;;;
CURYGEN® EC;Difenoconazol;EC;Fungicida;1407;II;Cebolla;Alternaria;Alternaria porri;0.3 - 0.5 L/ha;7 días;12 horas;;;;;;;;
CURYGEN® EC;Difenoconazol;EC;Fungicida;1407;II;Fríjol;Antracnosis;Colletotrichum lindemuthianum;0.55 L/ha;14 días;12 horas;;;;;;;;
CURYGEN® EC;Difenoconazol;EC;Fungicida;1407;II;Rosas;Mildeo polvoso;Sphaerotheca pannosa;0.6 cc/L de agua;N.A.;12 horas;;;;;;;;
CURYGEN® EC;Difenoconazol;EC;Fungicida;1407;II;Tomate;Tizón temprano;Alternaria solani;0.25 - 0.5 L/ha;3 días;12 horas;;;;;;;;
CYCO;Cimoxanil + Oxicloruro de cobre;WP;Fungicida;2048;III;Papa;Gota;Phytophthora infestans;500 - 1000 g/200 L de agua;15 días;SIN INFO;;;;;;;;
CYMOZEB® ;Cimoxanil + Mancozeb;WP;Fungicida;0029;III;Papa;Gota;Phytophthora infestans;500 g/200 L de agua;14 días;24 horas;;;;;;;;
CYMOZEB® ;Cimoxanil + Mancozeb;WP;Fungicida;0029;III;Tomate;Gota;Phytophthora infestans;500 g/200 L de agua;14 días;24 horas;;;;;;;;
CYMOZEB® ;Cimoxanil + Mancozeb;WP;Fungicida;0029;III;Toma;Tizón temprano;Alternaria solani;500 g/200 L de agua;14 días;24 horas;;;;;;;;
CYMOZEB® ;Cimoxanil + Mancozeb;WP;Fungicida;0029;III;Vid;Mildeo velloso   ;Plasmopara viticola;1000 g/200 L de agua;14 días;24 horas;;;;;;;;
CYMOZEB® ;Cimoxanil + Mancozeb;WP;Fungicida;0029;III;Vid;Polvillo;Uncinola necator;1000 g/200 L de agua;14 días;24 horas;;;;;;;;
CYMOZEB® ;Cimoxanil + Mancozeb;WP;Fungicida;0029;III;Cebolla;Mildeo velloso   ;Peronospora destructor;1.5 kg/ha;7 días;24 horas;;;;;;;;
CYMOZEB® ;Cimoxanil + Mancozeb;WP;Fungicida;0029;III;Rosas;Mildeo velloso   ;Peronospora sparsa;3.5 g/L;N.A.;6 horas;;;;;;;;
CYPERMON® 200 EC ;Cipermetrina;EC;Insecticida;2829;II;Papa;Toston;Liriomyza quadrata;0.5 L/ha;SIN INFO;SIN INFO;;;;;;;;
CYPRETOX® EC ;Lambdacihalotrina;EC;Insecticida;1870;II;Maíz;Gusano cogollero;Spodoptera frugiperda;0.5 - 0.6 L/ha;14 días;12 horas;;;;;;;;
CYPROCONAZOLE 100 SL;Ciproconazol;SL;Fungicida;1406;III;Café;Roya;Hemileia vastratix;250 cc/ha;15 días;12 horas;;;;;;;;
CYPROX 100 SL;Ciproconazol;SL;Fungicida;1525;III;Arroz;Añublo de la vaina;Rhizoctonia solani;0.4 L/ha;30 días;12 horas;;;;;;;;
CYPROX 100 SL;Ciproconazol;SL;Fungicida;1525;III;Clavel;Mancha foliar;Cladosporium echinulatum ;0.6 L/ha;N.A.;4 horas;;;;;;;;
CYPROX 100 SL;Ciproconazol;SL;Fungicida;1525;III;Café;Roya;Hemileia vastratix;0.2 L/ha;15 días;4 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Papa;Gota;Phytophthora infestans;0.8 - 1.6 L/ha;7 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Tomate;Gota;Phytophthora infestans;1.5 - 3 L/ha;7 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Cebolla;Mancha púrpura;Alternaria porri;2.4 - 3.5 L/ha;7 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Fríjol;Antracnosis;Colletotrichum lindemuthianum;2.1 L/ha;7 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Melón;Mildeo velloso   ;Pseudoperonospora cubensis;3 L/ha;7 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Zanahoria;Tizón tardío;Alternaria dauci;2.1 L/ha;7 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Clavel;Mancha anillada;Cladosporium echinulatum;1.25 - 1.5 cc/L;N.A.;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Arroz;Complejo manchado de grano;Helminthosporium oryzae ;0.8 L/ha;15 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Arroz;Complejo manchado de grano;Cercospora oryzae;0.8 L/ha;15 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Banano;Sigatoka negra;Mycosphaerella fijiensis;1 - 2 L/ha;0 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Plátano;Sigatoka negra;Mycosphaerella fijiensis;1 - 2 L/ha;0 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Tomate de árbol;Antracnosis;Colletotrichum gloesporoides;1 cc/L de agua;7 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Uchuva;Alternaria;Alternaria sp.;0.75 L/ha;7 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Uchuva;Cercospora;Cercospora sp.;0.75 L/ha;7 días;24 horas;;;;;;;;
DACONIL® 720 SC ;Clorotalonil;SC;Fungicida;1456;II;Arveja;Ascochita;Ascochyta pisi;250 cc/200 L de agua;6 días;24 horas;;;;;;;;
DANADIM PROGRESS® ;Dimetoato;EC;Insecticida;772;II;Papa;Pulguilla;Epitrix sp.;0.6 L/ha;28 días;12 horas;;;;;;;;
DANADIM PROGRESS® ;Dimetoato;EC;Insecticida;772;II;Tomate;Mosca blanca;Trialeurodes vaporariorum;0.6 L/ha;7 días;12 horas;;;;;;;;
DANADIM PROGRESS® ;Dimetoato;EC;Insecticida;772;II;Arroz;Chinche de la espiga;Oebalus insularis;0.6 L/ha;14 días;12 horas;;;;;;;;
DANADIM PROGRESS® ;Dimetoato;EC;Insecticida;772;II;Café;Arañita roja del café;Oligonychus yothersi;0.5 L/ha;28 días;12 horas;;;;;;;;
DANADIM PROGRESS® ;Dimetoato;EC;Insecticida;772;II;Aguacate;Mosca blanca;Paraleyrodes sp.;0.5 - 0.6 L/ha;14 días;12 horas;;;;;;;;
DANISARABA® 20 SC ;Cyflumetofen;SC;Acaricida;592;III;Rosas;Arañita bimaculada;Tetranychus urticae;0.75 cc/L;N.A.;12 horas;;;;;;;;
DANISARABA® 20 SC ;Cyflumetofen;SC;Acaricida;592;III;Clavel;Arañita roja carmín;Tetranychus cinnabarinus;0.75 cc/L;N.A.;12 horas;;;;;;;;
DANISARABA® 20 SC ;Cyflumetofen;SC;Acaricida;592;III;Aguacate;Ácaros;Oligonychus yothersi;0.6 cc/L ;7 días;12 horas;;;;;;;;
DANISARABA® 20 SC ;Cyflumetofen;SC;Acaricida;592;III;Naranjo;Ácaro rojo;Panonychus citrí;0.5 cc/L;7 días;12 horas;;;;;;;;
DANISARABA® 20 SC ;Cyflumetofen;SC;Acaricida;592;III;Limón;Ácaro rojo;Panonychus citrí;0.5 cc/L;7 días;12 horas;;;;;;;;
DANISARABA® 20 SC ;Cyflumetofen;SC;Acaricida;592;III;Mandarina;Ácaro rojo;Panonychus citrí;0.5 cc/L;7 días;12 horas;;;;;;;;
DANISARABA® 20 SC ;Cyflumetofen;SC;Acaricida;592;III;Pomelo;Ácaro rojo;Panonychus citrí;0.5 cc/L;7 días;12 horas;;;;;;;;
DANTOTSU® 50 WG ;Clotianidin;WG;Insecticida;0254;III;Rosas;Pulgón verde;Macrosiphum rosae;40 g/ha;14 días;6 horas;;;;;;;;
DANTOTSU® 50 WG ;Clotianidin;WG;Insecticida;0254;III;Arroz;Sogata;Tagosodes orizicolus;40 g/ha;3 días;6 horas;;;;;;;;
DANTOTSU® 50 WG ;Clotianidin;WG;Insecticida;0254;III;Arroz;Chinche hedionda;Oebalus sp.;50 g/ha;3 días;6 horas;;;;;;;;
DANTOTSU® 50 WG ;Clotianidin;WG;Insecticida;0254;III;Tomate;Mosca blanca;Bemisia tabaci;250 g/ha;3 días;6 horas;;;;;;;;
DANTOTSU® 50 WG ;Clotianidin;WG;Insecticida;0254;III;Clavel;Trips;Franklinella occidentalis ;200 g/ha;14 días;6 horas;;;;;;;;
DANTOTSU® 50 WG ;Clotianidin;WG;Insecticida;0254;III;Pastos;Chinche de los pastos;Collaria sp.;40 g/ha;3 días;6 horas;;;;;;;;
DANTOTSU® 50 WG ;Clotianidin;WG;Insecticida;0254;III;Algodón;Picudo del algodonero;Anthonomus grandis ;100 g/ha;3 días;6 horas;;;;;;;;
DANTOTSU® 50 WG ;Clotianidin;WG;Insecticida;0254;III;Algodón;Mosca blanca;Bemisia tabaci;150 g/ha;3 días;6 horas;;;;;;;;
DANTOTSU® 50 WG ;Clotianidin;WG;Insecticida;0254;III;Café;Broca del café;Hypothenemus hampei;150 g/ha;14 días;6 horas;;;;;;;;
DART® 15 SC;Teflubenzuron;SC;Insecticida;1670;IV;Algodón;Gusano de las hojas ;Alabama argillacea;125 cc/ha;30 días;2 horas;;;;;;;;
DART® 15 SC;Teflubenzuron;SC;Insecticida;1670;IV;Algodón;Gusano ejercito;Spodoptera frugiperda;200 - 300 cc/ha;30 días;2 horas;;;;;;;;
DART® 15 SC;Teflubenzuron;SC;Insecticida;1670;IV;Maíz;Gusano cogollero;Spodoptera frugiperda;250 - 300 cc/ha;45 días;2 horas;;;;;;;;
DART® 15 SC;Teflubenzuron;SC;Insecticida;1670;IV;Sorgo;Gusano cogollero;Spodoptera frugiperda;250 - 300 cc/ha;45 días;2 horas;;;;;;;;
DART® 15 SC;Teflubenzuron;SC;Insecticida;1670;IV;Tomate;Gusano cogollero;Tuta absoluta;3 cc/20 L;4 días;2 horas;;;;;;;;
DART® 15 SC;Teflubenzuron;SC;Insecticida;1670;IV;Soya;Gusano de las hojas ;Anticarsia gemmatalis;150 - 200 cc/ha;30 días;2 horas;;;;;;;;
DART® 15 SC;Teflubenzuron;SC;Insecticida;1670;IV;Palma de aceite;Gusano túnel;Stenoma cecropia;300 - 350 cc/ha;0 días;2 horas;;;;;;;;
DELTAPONT® 2.5 WP;Deltametrina;WP;Insecticida;4133;IV;Crisantemo;Minador de la hoja;Collaria scenica;0.44 g/L;N.A.;6 horas;;;;;;;;
DELTAPONT® 2.5 WP;Deltametrina;WP;Insecticida;4133;IV;Papa;Pulguilla;Epitrix cucumeris;400 g/ha;25 días;6 horas;;;;;;;;
DELTAPONT® 2.5 WP;Deltametrina;WP;Insecticida;4133;IV;Pastos;Chinche de los pastos;Collaria scenica;350 g/ha;15 días;6 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Arroz;Complejo manchado de grano;Helminthosporium oryzae;300 cc/ha;14 días;12 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Arroz;Complejo manchado de grano;Drechslera oryzae;300 cc/ha;14 días;12 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Arroz;Complejo manchado de grano;Sarocladium oryzae;300 cc/ha;14 días;12 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Arroz;Complejo manchado de grano;Cercospora oryzae;300 cc/ha;14 días;12 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Clavel;Moho gris;Botrytis cinerea;0.8 cc/L;N.A.;4 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Fresa;Moho gris;Botrytis cinerea;300 cc/200 L de agua;14 días;12 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Granadilla;Moho gris;Botrytis cinerea;300 cc/200 L de agua;14 días;12 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Pompón;Moho gris;Botrytis cinerea;0.8 cc/L;N.A.;4 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Rosas;Moho gris;Botrytis cinerea;0.8 cc/L;N.A.;4 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Rosas;Mildeo polvoso;Sphaerotheca pannosa;0.8 cc/L;N.A.;4 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Tomate;Moho gris;Botrytis cinerea;300 cc/200 L de agua;14 días;4 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Tomate;Alternaria;Alternaria solani;250 cc/200 L de agua;14 días;4 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Melón;Mildeo polvoso;Erysiphe cichoracearum;240 - 300 cc/200 L;14 días;12 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Ahuyama;Mildeo polvoso;Erysiphe cichoracearum;240 - 300 cc/200 L;14 días;12 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Calabacín;Mildeo polvoso;Erysiphe cichoracearum;240 - 300 cc/200 L;14 días;12 horas;;;;;;;;
DEMINAK 45 EC;Procloraz;EC;Fungicida;366;III;Pepino;Mildeo polvoso;Erysiphe cichoracearum;240 - 300 cc/200 L;14 días;12 horas;;;;;;;;
DICARZOL 50 SP;Formetanato;SP;Insecticida;717;IB;Tomate;Ácaros;Tetranychus spp.;0.32 kg/ha;7 días;4 horas;;;;;;;;
DICARZOL 50 SP;Formetanato;SP;Insecticida;717;IB;Papa;Gusano blanco;Premnotrypes vorax;0.5 kg/ha;10 días;24 horas;;;;;;;;
DICARZOL 50 SP;Formetanato;SP;Insecticida;717;IB;Clavel;Ácaro rojo;Tetranychus cinnabarinus;0.96 kg/ha;1 día;4 horas;;;;;;;;
DICARZOL 50 SP;Formetanato;SP;Insecticida;717;IB;Rosas;Ácaro verde;Tetranychus urticae;1 kg/ha;1 día;4 horas;;;;;;;;
DICARZOL 50 SP;Formetanato;SP;Insecticida;717;IB;Rosas;Trips;Franklineilla occidentalis;0.96 kg/ha;1 día;4 horas;;;;;;;;
DIFECOL®;Difenoconazol;EC;Fungicida;0422;III;Tomate;Tizón temprano;Alternaria solani;0.35 - 0.5 L/ha;21 días;6 horas;;;;;;;;
DIFECOL®;Difenoconazol;EC;Fungicida;0422;III;Clavel;Mancha foliar anillada;Cladosporium echinulatum;0.48 L/ha;21 días;6 horas;;;;;;;;
DIFECOL®;Difenoconazol;EC;Fungicida;0422;III;Banano;Sigatoka negra;Mycosphaerella fijiensis ;0.4 L/ha;0 días;2 horas;;;;;;;;
DIFECOL®;Difenoconazol;EC;Fungicida;0422;III;Cebolla de bulbo;Mancha púrpura;Alternaria porri;0.3 L/ha;21 días;6 horas;;;;;;;;
DIFECOL®;Difenoconazol;EC;Fungicida;0422;III;Cebolla larga;Mancha púrpura;Alternaria porri;0.3 L/ha;21 días;6 horas;;;;;;;;
DIFECOL®;Difenoconazol;EC;Fungicida;0422;III;Cebollín;Mancha púrpura;Alternaria porri;0.3 L/ha;21 días;6 horas;;;;;;;;
DIFECOL®;Difenoconazol;EC;Fungicida;0422;III;Cebollines;Mancha púrpura;Alternaria porri;0.3 L/ha;21 días;6 horas;;;;;;;;
DIFECOL®;Difenoconazol;EC;Fungicida;0422;III;Puerro;Mancha púrpura;Alternaria porri;0.3 L/ha;21 días;6 horas;;;;;;;;
DIFECOL®;Difenoconazol;EC;Fungicida;0422;III;Arroz;Escaldado de la hoja;Rhinchosporium oryzae;0.3 L/ha;21 días;6 horas;;;;;;;;
DIFECOL®;Difenoconazol;EC;Fungicida;0422;III;Fríjol;Antracnosis;Glomerella lindemuthiana ;0.35 L/ha;21 días;6 horas;;;;;;;;
DIFENOCONAZOLE 250 EC;Difenoconazol;EC;Fungicida;1693;III;Tomate;Tizón temprano;Alternaria sp.;0.25 L/ha;7 días;4 horas;;;;;;;;
DIFENOCONAZOLE RAINBOW;Difenoconazol;EC;Fungicida;1390;II;Arroz;Añublo de la vaina;Rhizoctonia solani;0.5 L/ha;30 días;12 horas;;;;;;;;
DIFENOCONAZOLE RAINBOW;Difenoconazol;EC;Fungicida;1390;II;Clavel;Mancha anillada;Cladosporium echinulatum;0.5 L/ha;N.A.;24 horas;;;;;;;;
DIFENOCONAZOLE VECOL 250 EC;Difenoconazol;EC;Fungicida;0179;II;Rosas;Mildeo polvoso;Sphaerotheca pannosa;0.6 L/ha;N.A.;12 horas;;;;;;;;
DIFENOCONAZOLE VECOL 250 EC;Difenoconazol;EC;Fungicida;0179;II;Tomate;Tizón temprano;Alternaria solani;0.4 - 0.5 L/ha;14 días;12 horas;;;;;;;;
DIFENOCONAZOLE VECOL 250 EC;Difenoconazol;EC;Fungicida;0179;II;Yuca;Super alargamiento;Sphaceloma manihoticola;0.25 L/ha;N.A.;12 horas;;;;;;;;
DIFENOPROPICONAZOL VECOL 500 EC;Difenoconazol + Propiconazol;EC;Fungicida;0175;II;Arroz;Rhizoctonia;Rhizoctonia solani;0.25 L/ha;35 días;24 horas;;;;;;;;
DIFENOPROPICONAZOL VECOL 500 EC;Difenoconazol + Propiconazol;EC;Fungicida;0175;II;Algodón;Ramularia;Ramularia areola;0.25 L/ha;35 días;24 horas;;;;;;;;
DIFENOPROPICONAZOL VECOL 500 EC;Difenoconazol + Propiconazol;EC;Fungicida;0175;II;Maíz;Mancha grasienta;Physoderma maydis;0.2 L/ha;35 días;24 horas;;;;;;;;
DIFEX® NOVA 250 EC;Difenoconazol;EC;Fungicida;1816;II;Rosas;Mildeo polvoso;Sphaeroteca pannosa;0.6 cc/L;N.A.;4 horas;;;;;;;;
DIFEX® NOVA 250 EC;Difenoconazol;EC;Fungicida;1816;II;Cebolla;Amarillera;Alternaria porri;0.3 - 0.5 L/ha;30 días;12 horas;;;;;;;;
DIFON BRIO 160 SC;Tetradifon;SC;Acaricida;719;II;Clavel;Ácaros;Tetranychus cinnabarinus;0.8 cc/L;N.A.;6 horas;;;;;;;;
DIFON BRIO 160 SC;Tetradifon;SC;Acaricida;719;II;Rosas;Ácaros;Tetranichus urticae;0.8 cc/L;N.A.;6 horas;;;;;;;;
DILIGENT® 240 EC;Metalaxil;EC;Fungicida;1212;III;Rosas;Mildeo velloso   ;Peronospora sparsa;450 cc/ha;N.A.;6 horas;;;;;;;;
DILIGENT® 720 WP;Metalaxil + Mancozeb;WP;Fungicida;108;II;Rosas;Mildeo velloso   ;Peronospora sparsa;2.5 g/L de agua;N.A.;6 horas;;;;;;;;
DILIGENT® 720 WP;Metalaxil + Mancozeb;WP;Fungicida;108;II;Papa;Gota;Phytophthora infestans;2 kg/ha;14 días;Al secarse el follaje;;;;;;;;
DILIGENT® 720 WP;Metalaxil + Mancozeb;WP;Fungicida;108;II;Tomate;Gota;Phytophthora infestans;1 - 1.25 kg/ha;14 días;Al secarse el follaje;;;;;;;;
DILIGENT CT® 81 WP;Metalaxil + Clorotalonil;WP;Fungicida;1349;III;Papa;Gota;Phytophthora infestans;1.2 kg/ha;14 días;12 horas;;;;;;;;
DILIGENT CT® 81 WP;Metalaxil + Clorotalonil;WP;Fungicida;1349;III;Tomate;Gota;Phytophthora infestans;1.2 kg/ha;14 días;12 horas;;;;;;;;
DIMETHALONIL® VECOL 65 WG;Clorotalonil + Dimetomorph;WG;Fungicida;1543;III;Rosas;Mildeo velloso   ;Peronospora sparsa;2.5 kg/ha;N.A.;12 horas;;;;;;;;
DIMETHALONIL® VECOL 65 WG;Clorotalonil + Dimetomorph;WG;Fungicida;1543;III;Papa;Gota;Phytophthora infestans;2 kg/ha;7 días;12 horas;;;;;;;;
DIMETHALONIL® VECOL 65 WG;Clorotalonil + Dimetomorph;WG;Fungicida;1543;III;Tomate;Gota;Phytophthora infestans;2 kg/ha;7 días;12 horas;;;;;;;;
DIMETHOMORF VECOL 50% WP;Dimetomorf;WP;Fungicida;767;III;Papa;Gota;Phytophthora infestans;600 g/ha;14 días;12 horas;;;;;;;;
DIMETHOMORPH 50 WP;Dimetomorf;WP;Fungicida;1240;III;Papa;Gota;Phytophthora infestans;120 g/200 L de agua;7 días;4 horas;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Papa;Áfidos;Mizus persicae;500 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Arroz;Chinche de la espiga;Oebalus insularis;1.5 L ;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Cebolla;Trips;Thrips sp.;300 - 600 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Cebolla;Toston;Liriomyza hidrobensis;300 - 600 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tomate;Minador;Phthorimaea operculella;750 - 1250 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tomate;Mosca blanca;Bemisia tabaci;750 - 1250 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tomate;Áfidos;Aphis spp.;750 - 1250 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tomate;Áfidos;Myzus sativae;750 - 1250 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tomate;Epitix;Epitrix sp.;250 -500 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tomate;Diabrotica;Diabrotica spp.;250 -500 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tomate;Cerotoma;Cerotoma spp.;250 -500 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tomate;Minador de la hoja;Lyriomisa munda;250 -500 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tabaco;Minador;Phthorimaea operculella;750 - 1250 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tabaco;Mosca blanca;Bemisia tabaci;750 - 1250 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tabaco;Áfidos;Aphis spp.;750 - 1250 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tabaco;Áfidos;Myzus sativae;750 - 1250 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tabaco;Epitix;Epitrix sp.;250 -500 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tabaco;Diabrotica;Diabrotica spp.;250 -500 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tabaco;Cerotoma;Cerotoma spp.;250 -500 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Tabaco;Minador de la hoja;Lyriomisa munda;250 -500 cc;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Citricos;Áfidos;Toxoptera citricidus;100 - 125 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Citricos;Áfidos;Aphis spiraecola;100 - 125 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Citricos;Piojo blanco;Unaspis citri;100 - 125 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Citricos;Escamas;Selenaspidus articulatus;375 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Citricos;Chinche hediondo;Antiteuchus articulatus;250 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Citricos;Chinche hediondo;Antiteuchus pallescens;250 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Citricos;Minadores;Coccus viridis;250 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Citricos;Minadores;Selenaspidum articulatus;250 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Citricos;Minadores;Saissetia ceffeae;250 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Frutales;Áfidos;Toxoptera citricidus;100 - 125 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Frutales;Áfidos;Aphis spiraecola;100 - 125 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Frutales;Piojo blanco;Unaspis citri;100 - 125 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Frutales;Escamas;Selenaspidus articulatus;375 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Frutales;Chinche hediondo;Antiteuchus articulatus;250 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Frutales;Chinche hediondo;Antiteuchus pallescens;250 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Frutales;Minadores;Coccus viridis;250 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
DIMETOX E-40 EC;Dimetoato;EC;Insecticida;1854;II;Frutales;Minadores;Selenaspidum articulatus;250 cc/100 L de agua;SIN INFO;SIN INFO;;;;;;;;
